Date,TAm,TAx,TAn,TAi,NSi,PT,VVi,VDi,VVxi,HAi,PAi
2025-05-12 18:00,6.7,7.1,6.4,6.6,null,0,3.2,61.2,7.3,90,985.4
2025-05-12 19:00,5.9,6.6,5,5,null,0,1.3,340.2,6.8,97.6,985.9
2025-05-12 20:00,3.9,5,3.3,3.4,null,0,3.4,98,8.5,98.4,986.8
2025-05-12 21:00,2.9,3.4,2.6,2.6,null,0,0.5,225,10.1,99.3,987.1
2025-05-12 22:00,2,2.6,1.4,1.4,null,0,3.1,73.2,5.9,100,987.4
2025-05-12 23:00,1.2,1.5,1,1.3,null,0,2.7,68.8,6.7,100,987.9
2025-05-13 0:00,1.6,2.1,1.2,2.1,null,0,1.2,35.9,7.1,100,988.7
2025-05-13 1:00,2.3,2.8,1.9,2.5,null,0,5,39.2,10.6,95.9,989.4
2025-05-13 2:00,1.5,2.5,0.8,1.4,null,0,4.2,12.9,9.5,98.7,990.4
2025-05-13 3:00,1.4,1.6,1.1,1.4,null,0,8.4,334,17.6,93.2,992.1
2025-05-13 4:00,1,1.4,0.3,0.3,null,0,4.6,345.7,24.1,87.2,992.5
2025-05-13 5:00,0.1,0.4,-0.1,0.2,null,0,6.1,1.7,15.1,88.1,993.2
2025-05-13 6:00,0.7,1.6,0.2,1.6,null,0,6.5,355.7,15,79.7,993.7
2025-05-13 7:00,2.5,3.9,1.5,3.9,null,0,7.5,325.2,19,62.7,994
2025-05-13 8:00,5.1,6,3.9,6,null,0,11.8,319.5,23.9,53.7,994.5
2025-05-13 9:00,6.8,7.9,5.9,6.9,null,0,13,301.1,24.9,48,994.7
2025-05-13 10:00,8.5,10,6.7,8.8,null,0,7.5,285.1,22.8,41.5,994.5
2025-05-13 11:00,9.9,10.7,8.8,10.1,null,0,14.9,289.5,27.2,33.5,994.5
2025-05-13 12:00,10.9,12.3,9.5,11.9,null,0,12.8,310.6,28.3,28.5,994.2
2025-05-13 13:00,12.3,13.2,11.6,12.6,null,0,5.4,320.8,20.5,27.3,993.5
2025-05-13 14:00,13.2,14.4,12.2,14.1,null,0,9.9,337.8,20.8,24.3,992.8
2025-05-13 15:00,13.8,14.6,13.1,13.9,null,0,8.4,326.7,22.2,24.1,992.7
2025-05-13 16:00,12.8,13.9,12.1,12.2,null,0,7.8,330.2,18.4,25.1,992.8
2025-05-13 17:00,11.5,12.2,11,11.2,null,0,1.8,340.9,18.6,26.9,992.7
2025-05-13 18:00,11,12,9.4,9.4,null,0,0.7,89.8,10.3,43.6,992.2
2025-05-13 19:00,6.8,9.4,4.9,4.9,null,0,4.6,95.6,12.8,60.8,992.7
2025-05-13 20:00,4.2,4.9,3.8,3.8,null,0,5,101.8,10.7,62.8,993.2
2025-05-13 21:00,3.5,3.8,3.3,3.5,null,0,7.2,113.3,11.9,63.6,993.1
2025-05-13 22:00,3.5,3.6,3.4,3.5,null,0,2.6,100.2,12.1,68.3,992.6
2025-05-13 23:00,3.7,4.1,3.5,4.1,null,0,4.6,98.9,11,66.1,992.3
2025-05-14 0:00,4.5,5.1,4,4.9,null,0,1.6,38.9,16.3,62.8,991.3
2025-05-14 1:00,5,5.8,4.6,5.8,null,0,10.4,89.7,19.1,55.7,990.9
2025-05-14 2:00,6.2,7,5.2,6.7,null,0,7.3,149.6,22.3,51.1,989.7
2025-05-14 3:00,6.9,7.9,5.3,7.1,null,0,11.5,121.6,21.3,46.8,989.5
2025-05-14 4:00,6.6,7.4,5.5,6.7,null,0,5.4,91.2,17.1,56.3,989
2025-05-14 5:00,7.8,9.3,5.9,8.6,null,0,14.8,169.9,29.5,42.5,988.4
2025-05-14 6:00,8.9,9.7,8,9.7,null,0,12,155.7,28.3,42.9,987.9
2025-05-14 7:00,10.5,12.5,9.7,12.5,null,0,10.9,148.7,22.2,39.1,986.9
2025-05-14 8:00,14.5,15.7,12.5,15.7,null,0,13.5,150.6,31.3,29.5,986
2025-05-14 9:00,16.9,18.3,15.6,18.1,null,0,8.3,181.6,26.7,29.2,985.5
2025-05-14 10:00,19.1,20.4,18.2,20.4,null,0,6.4,194.5,14.8,28.9,984.9
2025-05-14 11:00,21.2,22.3,20.1,22.3,null,0,1.5,10.2,19.5,27.6,983.9
2025-05-14 12:00,23.3,24.5,22.1,24.5,null,0,12.4,162.6,22.9,27.3,982.6
2025-05-14 13:00,25.6,27.8,24.2,27.1,null,0,5.3,326.8,26.5,27.8,981.6
2025-05-14 14:00,28.1,29,27.1,28.2,null,0,11.5,303,29.5,27,981.2
2025-05-14 15:00,28.1,28.7,27.3,28.3,null,0,7.7,300.5,37.4,25.5,980.4
2025-05-14 16:00,28.8,29.2,28.3,28.5,null,0,19,314.9,41.4,24.4,979.9
2025-05-14 17:00,27.6,28.5,26.8,27.8,null,0,4.2,2.4,29.9,25.4,979.7
2025-05-14 18:00,26.5,27.8,25,25,null,0,4.2,307.1,26,31.5,979.7
2025-05-14 19:00,24.1,25.1,22.9,23.6,null,0,7.9,241.2,20.1,33.5,980
2025-05-14 20:00,18.9,24.9,14.8,14.8,null,0.2,9,101,20.3,57.2,980.6
2025-05-14 21:00,13.8,14.9,12.8,12.8,null,0,7.2,90.8,23,63.6,980.8
2025-05-14 22:00,12.3,12.8,11.7,11.7,null,0,10.3,97.7,19.8,68.7,980.7
2025-05-14 23:00,11.6,12,11.1,11.1,null,0,7.5,99,20,72.3,980.6
2025-05-15 0:00,11.1,11.4,10.8,11,null,0,7,126.9,18.4,73.8,980.7
2025-05-15 1:00,10.8,11.1,10.5,10.8,null,0,4.5,75.5,17.2,75.3,980.6
2025-05-15 2:00,10.2,10.8,9.2,9.6,null,0,5,158.6,15.7,79.1,980.6
2025-05-15 3:00,9.8,10.3,9.1,9.3,null,0,6.4,134,15,82,980.7
2025-05-15 4:00,9.1,9.8,8.4,8.6,null,0,6.4,140.7,15.7,84.8,980.8
2025-05-15 5:00,8.8,10.4,8.1,10.4,null,0,7.7,128,13.3,79.1,981.3
2025-05-15 6:00,11.7,13,10.4,12.8,null,0,4.6,154.2,17.5,69.6,981
2025-05-15 7:00,15.2,17.6,12.8,17.6,null,0,1.3,102.2,6,56.7,980.6
2025-05-15 8:00,20.2,21.8,17.6,20.2,null,0,6.8,329.2,21.5,58.6,980.4
2025-05-15 9:00,19.1,20.1,18.3,18.8,null,0,7.3,350.9,24.9,65.4,981.2
2025-05-15 10:00,17,18.9,15.5,15.5,null,0.5,3,46.4,19.8,91.1,981.5
2025-05-15 11:00,17.1,19.5,15.3,17.2,null,0,1.6,18,12.9,77.4,981.3
2025-05-15 12:00,19.9,23.3,17.2,23.3,null,0,9.1,342.8,12.9,53.5,980.2
2025-05-15 13:00,22,23.3,20.8,20.8,null,0,2.9,86.8,24.3,55.8,979.8
2025-05-15 14:00,23.2,24.5,20.8,24.1,null,0,6.1,309.9,18.4,48.1,979
2025-05-15 15:00,23.9,25.4,22.5,22.6,null,0,11.5,317,32,47,979.5
2025-05-15 16:00,21.5,22.6,20.4,21.2,null,0,4.5,336,31.8,50.9,979.1
2025-05-15 17:00,20.2,22.1,18.5,18.5,null,0,3.7,68.9,16.2,54.7,979.3
2025-05-15 18:00,16.6,18.4,15,15,null,0,2.7,94,18.4,62.4,980.3
2025-05-15 19:00,14,15,13.1,13.1,null,0,1,80.5,10.5,70.1,980.3
2025-05-15 20:00,12.2,13.1,11.4,11.4,null,0,5.8,92.3,12.3,73.7,980.5
2025-05-15 21:00,11,11.4,10.6,10.6,null,0,2,107.2,10.1,76.1,980.3
2025-05-15 22:00,10.4,10.6,10.1,10.1,null,0,2.1,169.5,16.3,80.5,980
2025-05-15 23:00,9.7,10.1,9.4,9.4,null,0,0.6,14.8,14,82.4,980
2025-05-16 0:00,9.4,9.5,9.3,9.3,null,0,4.3,90.3,10.2,83,979.6
2025-05-16 1:00,9.3,9.4,9.3,9.3,null,0,0,,9.5,83.4,979.8
2025-05-16 2:00,9.3,9.6,9.2,9.2,null,0,1.1,91.4,7.6,84,980
2025-05-16 3:00,9,9.3,8.8,8.8,null,0,0.9,92.2,7,85.3,979.9
2025-05-16 4:00,8.8,8.9,8.8,8.9,null,0,3.9,119.1,9.6,81.5,980.1
2025-05-16 5:00,9,9.2,8.8,9.2,null,0,0,,4.7,80.8,980.7
2025-05-16 6:00,9.2,9.3,9.1,9.1,null,0,3.1,125.4,10.5,76.8,980.8
2025-05-16 7:00,9.7,10.8,9.1,10.8,null,0,3.9,112.5,14.5,70.3,980.9
2025-05-16 8:00,13,14.5,10.8,14.3,null,0,9.7,156.4,17.6,29.6,980.8
2025-05-16 9:00,14.6,15.2,14.3,15.2,null,0,11.5,115.9,22.7,29.6,980.7
2025-05-16 10:00,16.3,17.7,15.2,17.1,null,0,10.3,131.4,28.9,28.9,980.7
2025-05-16 11:00,17.6,18.7,16.9,17.7,null,0,5.9,133.9,21.7,28.5,980.2
2025-05-16 12:00,18.3,19.8,17.7,18.8,null,0,6.5,168.9,20.3,28.1,979.7
2025-05-16 13:00,19.6,20.4,18.5,20.1,null,0,1.3,184.4,15.6,25.7,979.1
2025-05-16 14:00,20.7,21.6,19.7,21.2,null,0,5.3,250.3,15.1,24.6,978.5
2025-05-16 15:00,21.4,21.9,20.8,21.2,null,0,8.9,167,16.7,26.3,978.4
2025-05-16 16:00,20.7,21.8,19.5,19.6,null,0,9,203.4,25.8,30.9,978.4
2025-05-16 17:00,19,19.7,17.4,17.4,null,0,13.3,146.3,28.3,32.8,979.1
2025-05-16 18:00,16.1,17.4,14.9,14.9,null,0,12.4,130.5,28.3,33.1,980.2
2025-05-16 19:00,14.2,14.9,13.5,13.5,null,0,11.5,118.2,25.6,29.3,980.9
2025-05-16 20:00,12.6,13.5,11.8,11.8,null,0,12.1,120.2,28.2,31.8,981.9
2025-05-16 21:00,9.8,11.8,6.6,6.7,null,0.5,4.7,97.5,34.5,84.5,982.2
2025-05-16 22:00,7.8,9.6,6.6,9.5,null,0,14.8,111.7,28.5,31.2,982.1
2025-05-16 23:00,9.5,9.8,9.3,9.5,null,0,9.3,98.1,29.7,31.3,982.2
2025-05-17 0:00,9.2,9.5,9,9,null,0,12.2,113,30.6,30.2,982.2
2025-05-17 1:00,8.6,9,8.4,8.4,null,0,12.4,88.4,34.6,28.3,981.8
2025-05-17 2:00,8.1,8.4,7.7,7.7,null,0,11.1,105.6,31.6,32.9,982
2025-05-17 3:00,7.5,7.7,7.4,7.5,null,0,16.5,121.6,40,33.1,981.5
2025-05-17 4:00,7.7,7.8,7.5,7.8,null,0,24.2,125.1,38.7,34,981
2025-05-17 5:00,7.6,7.8,7.4,7.4,null,0,8.9,110.9,33.7,38.5,981
2025-05-17 6:00,6.2,7.4,4.3,4.5,null,0.3,6.8,68,23.4,76.8,980.7
2025-05-17 7:00,6,7.1,4.5,7.1,null,0,16.2,124.2,27,50.1,980.6
2025-05-17 8:00,7.4,7.5,7.1,7.4,null,0,7,141.4,24.4,48.8,980.5
2025-05-17 9:00,7.8,8.2,7.3,7.3,null,0,15.3,158.6,29.8,55,980
2025-05-17 10:00,6.7,7.4,5.9,7.1,null,0,13.9,147,36.4,68.2,980
2025-05-17 11:00,7.5,8.1,7,7.3,null,0,15.7,150.8,33,74.7,978.9
2025-05-17 12:00,7.8,8.5,7.1,8.1,null,0,10.7,122.4,26.9,82.4,978.5
2025-05-17 13:00,8.1,8.5,7.8,8.1,null,0,15,124,28.3,83.2,977.8
2025-05-17 14:00,9.8,10.8,8.1,9.7,null,0,16.5,141.2,30.4,78.7,977.2
2025-05-17 15:00,9.6,10.5,9.1,9.7,null,0,14.8,110,34.2,82.7,976.6
2025-05-17 16:00,9.5,9.8,9.2,9.5,null,0,20.5,126.7,30.7,83.9,976.3
2025-05-17 17:00,9.6,9.8,9.3,9.6,null,0,13.8,137.8,29.9,84.1,975.9
2025-05-17 18:00,9.3,9.6,8.9,8.9,null,0,16.5,132.2,27.4,88.5,975.9
2025-05-17 19:00,9,9.2,8.7,8.7,null,0,13.7,111.1,26.6,91.5,975.5
2025-05-17 20:00,8.9,9.1,8.7,9,null,0,9.4,122.8,24.7,89.2,975.7
2025-05-17 21:00,9.1,9.2,9,9.2,null,0,7.5,98.2,20.8,89.2,975.4
2025-05-17 22:00,9.1,9.2,9,9,null,0,12.3,100.7,23.2,88,975
2025-05-17 23:00,9.1,9.5,8.8,9.4,null,0,8.8,132.4,24.8,88.8,974.1
2025-05-18 0:00,9.7,9.9,9.4,9.9,null,0,16.4,125.5,28.2,92.7,973.6
2025-05-18 1:00,9.5,9.9,9.3,9.5,null,1.7,6.4,108.1,21.9,97.3,972.7
2025-05-18 2:00,10,10.4,9.5,10,null,0.4,6.3,95.4,21.7,95.5,972
2025-05-18 3:00,10.3,10.6,9.9,10.4,null,0.6,10,113.1,23.9,95,971.3
2025-05-18 4:00,10.6,10.8,10.4,10.7,null,0,11.4,116.9,19.9,94.6,971.6
2025-05-18 5:00,10.7,10.8,10.6,10.7,null,0,6.6,107.1,19.7,96,971
2025-05-18 6:00,11,11.4,10.6,11.4,null,0,6.3,102.3,22,93.8,970.6
2025-05-18 7:00,11.7,12,11.4,12,null,0,8.4,100.8,20.8,90.2,970.3
2025-05-18 8:00,12.3,12.6,12,12.6,null,0,7.2,147.3,24.3,86.5,969.9
2025-05-18 9:00,12.9,13.3,12.5,13.1,null,0,12,147.7,26,82,969.8
2025-05-18 10:00,13.4,13.8,13.1,13.5,null,0,11.1,167.2,26.2,81.2,969.3
2025-05-18 11:00,13.3,14.3,12.9,14.3,null,0,8.8,149.8,25.3,79.9,968.8
2025-05-18 12:00,14.7,15.2,14.3,14.6,null,0,15.5,153.7,26.3,79.6,968.1
2025-05-18 13:00,14.3,15,13.8,14.5,null,0,7.5,114.7,22.4,83.7,968
2025-05-18 14:00,14.2,14.5,14,14.1,null,0,5.2,108.3,19.8,84.7,967.9
2025-05-18 15:00,14.4,14.9,14,14.8,null,0.3,2.3,112.4,17.2,84.6,967.6
2025-05-18 16:00,14.4,14.9,13.3,13.3,null,0,3.5,133.2,20.3,88.3,967.6
2025-05-18 17:00,12.5,13.3,12,12,null,0.8,7.1,113,15.1,92.3,967.9
2025-05-18 18:00,11.6,12,11.3,11.4,null,0.3,4.8,90.3,15.7,92.6,968
2025-05-18 19:00,11.2,11.4,11,11.1,null,0,8.7,115.1,15.5,91.9,968.3
2025-05-18 20:00,10.8,11.3,10.4,10.5,null,null,8.9,124.4,18.6,94.6,968.7
2025-05-18 21:00,10.3,10.6,10.2,10.6,null,0,8.3,125.3,16.4,91.6,968.7
2025-05-18 22:00,10.2,10.6,9.7,9.7,null,0,0.6,347.2,16.7,96.1,968.6
2025-05-18 23:00,9.1,9.7,8.7,8.7,null,0,2.7,273,4.4,99,968.5
2025-05-19 0:00,7.9,8.7,7.2,7.2,null,0,5.7,327.7,14.7,99.9,968.6
2025-05-19 1:00,7.1,7.2,7,7,null,0,1.9,323,11.7,100,969.3
2025-05-19 2:00,7.1,7.5,6.9,6.9,null,0.2,3.4,126.7,10.1,92.9,969.6
2025-05-19 3:00,6.4,6.9,6.1,6.1,null,0,0.2,69.9,9,94.7,969.9
2025-05-19 4:00,5.7,6.1,5.4,5.5,null,0,1.9,7.3,6.6,93.2,970.2
2025-05-19 5:00,5.6,5.7,5.5,5.5,null,0,5.2,93.2,9.8,93.2,970.9
2025-05-19 6:00,5.8,6.2,5.5,6.2,null,0,3.2,23.6,8.3,93,971.3
2025-05-19 7:00,6.7,7.4,6.2,7.3,null,0,8.8,313.5,12.1,86.3,971.4
2025-05-19 8:00,6.8,7.3,6.4,6.8,null,0,2.7,6.8,16.9,93.5,971.9
2025-05-19 9:00,6.8,7.1,6.2,6.7,null,0,5.7,332.7,12.4,94.7,972.6
2025-05-19 10:00,7,7.7,6.3,7.1,null,0,5,337.1,16.1,93.4,973
2025-05-19 11:00,7,7.3,6.9,7,null,0,4.3,352.2,13.7,92.5,973.7
2025-05-19 12:00,7,7.4,6.8,6.9,null,0,5.6,332,15.5,92.8,974.1
2025-05-19 13:00,6.8,7,6.7,6.7,null,0.2,6.7,333.5,16.9,96.4,974.7
2025-05-19 14:00,6.8,7,6.6,6.6,null,0.3,4.6,322.1,15.3,97.7,975.7
2025-05-19 15:00,6.6,7,6.3,7,null,0,6.7,12.7,17.7,82.4,976.4
2025-05-19 16:00,7.2,7.4,6.8,7.4,null,0,6,174.9,14.4,84,977.2
2025-05-19 17:00,7.9,8.5,7.4,8.3,null,0,4,166.6,13.6,69.4,977.9
2025-05-19 18:00,8.1,8.4,7.6,7.9,null,0,2.2,29.1,17.9,67.9,978.7
2025-05-19 19:00,7.7,8.1,7.3,7.5,null,0,3.6,259,21,66.9,979.4
2025-05-19 20:00,7.3,7.7,6.9,7.4,null,0,6.6,193.5,15.1,70.5,980.1
2025-05-19 21:00,7.7,8,7.3,7.6,null,0,4,336.7,14.2,67.5,980.2
2025-05-19 22:00,7.8,8,7.3,7.9,null,0,4.4,334.5,12.2,70.3,981
2025-05-19 23:00,7.4,8.1,6.9,6.9,null,0,3.5,358.3,7.8,78.9,981.1
2025-05-20 0:00,6.9,7.5,6.5,6.8,null,0,3.9,257,7.8,81.9,981.6
2025-05-20 1:00,6.5,7.3,6.3,7.2,null,0,4.6,317.7,10.8,79,982.3
2025-05-20 2:00,6.7,7.2,6.4,6.7,null,0,2.7,200.5,7.6,80.8,982.6
2025-05-20 3:00,7.1,7.3,6.6,6.6,null,0,7.6,164,17.8,75.8,983.4
2025-05-20 4:00,6.2,6.7,5.6,6.2,null,0,3.3,342.9,17.5,73.8,984.1
2025-05-20 5:00,6.3,6.9,5.7,6.8,null,0,1.6,164.2,16.7,74,984.7
2025-05-20 6:00,6.8,7,6.6,6.9,null,0,2.7,32.3,15.4,73.8,985.4
2025-05-20 7:00,7.5,8.7,6.8,7.5,null,0,4.7,86.2,17.3,62.4,986
2025-05-20 8:00,8.9,10.7,7.5,10.6,null,0,6.2,347.1,23.9,57.9,986.3
2025-05-20 9:00,10.8,11.7,9.9,11.4,null,0,6.1,325.6,18.7,56.8,986.6
2025-05-20 10:00,10.6,12,9.1,10.3,null,0,6.2,163.9,28.1,57.5,987.1
2025-05-20 11:00,11.2,13.4,9.2,10.6,null,0,4.7,37.7,20.5,59,987.6
2025-05-20 12:00,10,10.6,9.3,9.6,null,0,6,13.3,15.4,65.2,987.7
2025-05-20 13:00,10.3,11.3,8.9,10.3,null,0,4.8,310.8,18.9,62.7,988
2025-05-20 14:00,10.7,11.2,9.9,10.4,null,0,8.4,325.2,21.1,61.4,987.9
2025-05-20 15:00,10.9,11.7,10.2,11,null,0,9.8,27.5,19,61.5,988.5
2025-05-20 16:00,10.7,11.2,10.3,10.7,null,0,7.1,302,12.5,62.3,988.5
2025-05-20 17:00,10.9,11.4,10.6,11.2,null,0,8.1,327.5,18.9,58.5,988.7
2025-05-20 18:00,12,12.5,11.2,11.8,null,0,0.9,315.8,12.6,58.6,989.1
2025-05-20 19:00,10.3,11.9,8.8,8.8,null,0,2.7,56.3,13,71.8,989.6
2025-05-20 20:00,7.3,8.8,6.1,6.1,null,0,0.7,88.8,7,82.7,989.9
2025-05-20 21:00,5,6.1,4.1,4.1,null,0,0.3,334,7,87.9,990.5
2025-05-20 22:00,3.6,4.1,2.9,2.9,null,0,0.1,353,7.1,91.6,991
2025-05-20 23:00,2.5,3,2.1,2.3,null,0,0,,5.6,95.8,991.1
2025-05-21 0:00,2.6,2.7,2.2,2.7,null,0,0.4,123.9,4.7,94.5,991.3
2025-05-21 1:00,3.2,3.8,2.7,3.8,null,0,4.2,68,6.1,93.6,991.5
2025-05-21 2:00,4.2,4.4,3.8,4.4,null,0,0,,5,94.3,991.8
2025-05-21 3:00,5.5,7.1,4.4,6.8,null,0,6.8,116.6,16.4,79.7,992.3
2025-05-21 4:00,6.4,7,5.9,6.6,null,0,2.9,160.7,11.6,82.3,992.7
2025-05-21 5:00,6.6,6.9,6.4,6.9,null,0,1.3,15.4,8.6,83,992.8
2025-05-21 6:00,7.6,8.2,6.9,8.1,null,0,0,,4.3,73.3,993
2025-05-21 7:00,8.5,9.5,7.9,9.5,null,0,4.2,62.6,10.2,70.4,993.3
2025-05-21 8:00,9.1,9.9,8.2,9.5,null,0,7.3,83.3,22.2,68,993.6
2025-05-21 9:00,9.9,11.5,8.7,11.4,null,0,5.8,80.6,21.4,61.5,993.9
2025-05-21 10:00,11.4,12.5,10.5,12.2,null,0,10.5,121.3,20.4,57.3,994
2025-05-21 11:00,13.4,14.9,11.9,14.4,null,0,6.2,17.5,15.4,51.6,993.1
2025-05-21 12:00,14.2,15.4,13,14.1,null,0,11.9,129,25.5,48.1,992.8
2025-05-21 13:00,14.7,15.7,13.4,15.3,null,0,9.6,122.9,25.7,42.3,992
2025-05-21 14:00,15.4,16.3,14.1,16.1,null,0,2.4,17.4,26.1,40.6,991.5
2025-05-21 15:00,16,16.9,15.1,16.7,null,0,7.3,67.9,23.7,38,991.2
2025-05-21 16:00,16.3,16.9,15.6,16.8,null,0,7.3,85.9,24,37.8,991
2025-05-21 17:00,16.2,16.8,15.8,16.1,null,0,1,105.4,17.7,39,991
2025-05-21 18:00,15.5,16.1,14.1,14.1,null,0,5.3,66.6,13.3,44.2,991.3
2025-05-21 19:00,12.8,14.1,11.5,11.5,null,0,4.2,106.7,13.6,55.1,991.9
2025-05-21 20:00,10.2,11.5,8.2,8.2,null,0,0.6,175.4,7.5,71,992.7
2025-05-21 21:00,7.1,8.2,6,6,null,0,2.5,146.7,6.7,79.2,993.2
2025-05-21 22:00,6,6.3,5.7,6,null,0,5,137.1,11.8,75.5,993.3
2025-05-21 23:00,5.2,6,4.2,4.2,null,0,5.5,91.3,15.6,80.9,993.8
2025-05-22 0:00,3.8,4.2,3.4,3.5,null,0,7.5,111.7,11.2,84.2,993.7
2025-05-22 1:00,3,3.6,2.7,2.7,null,0,3.9,114.9,11.6,87.7,993.6
2025-05-22 2:00,2.8,2.9,2.5,2.5,null,0,6.8,138.4,11,88.7,993.5
2025-05-22 3:00,2.2,2.5,2,2.2,null,0,3.6,98.5,11.6,90.1,993.5
2025-05-22 4:00,2.8,3.1,2.2,3,null,0,4.8,112.1,12.6,88,993.5
2025-05-22 5:00,2.9,3.2,2.7,3.2,null,0,4.2,133.7,8.1,87.7,993.5
2025-05-22 6:00,4.7,7,3.2,7,null,0,1.2,82.7,8.1,75.3,993.6
2025-05-22 7:00,8.2,10.3,6.9,10.3,null,0,0.7,53.2,5.2,64.1,993.4
2025-05-22 8:00,11.8,12.8,10.3,12.8,null,0,8.5,118.6,14,51.2,993.2
2025-05-22 9:00,13.3,14.2,12.7,13.5,null,0,7.5,151.6,16,48.4,992.7
2025-05-22 10:00,13.3,14,12.7,14,null,0,2,160.4,19.6,48.5,992.4
2025-05-22 11:00,14.2,15.5,13.8,14.3,null,0,9.8,174,20,44.7,992.2
2025-05-22 12:00,14.7,16.4,13.9,14.7,null,0,7.8,318.1,20.1,50.9,991.8
2025-05-22 13:00,15.2,16,14.6,15.1,null,0,2.3,320.1,14.9,47.8,991.5
2025-05-22 14:00,15.1,15.5,14.7,15.2,null,0,5.6,299.7,15,46.8,991
2025-05-22 15:00,15.5,16.3,14.7,16,null,0,13.2,147.2,22.2,37.1,990.8
2025-05-22 16:00,15.6,16.4,14.8,15.1,null,0,7.4,146.9,20.7,39.4,990.7
2025-05-22 17:00,15.3,16.4,14.8,15.6,null,0,4.4,163.7,19.1,38,990.5
2025-05-22 18:00,14.5,15.6,13.7,13.7,null,0,8.3,135.3,16.9,44.5,990.7
2025-05-22 19:00,12.4,13.7,11.3,11.3,null,0,7.8,113.6,15,51,991.1
2025-05-22 20:00,10.3,11.3,9.3,9.3,null,0,9.2,114.3,16.4,56.5,991.7
2025-05-22 21:00,8.3,9.4,7.2,7.5,null,0,6.8,89,15.4,59.7,992.1
2025-05-22 22:00,7,7.6,6.5,6.7,null,0,9.4,131.7,15.7,62.2,991.9
2025-05-22 23:00,6.2,6.7,5.6,5.6,null,0,7.9,113.9,17.7,65.5,991.6
2025-05-23 0:00,5.1,5.6,4.8,4.8,null,0,7.9,114.1,16,68.6,991.1
2025-05-23 1:00,4.4,4.8,3.9,4.7,null,0,10.7,121.1,19.8,70.5,991.2
2025-05-23 2:00,4.1,4.8,3.5,3.6,null,0,9,102.1,17.4,70.2,990.7
2025-05-23 3:00,3.2,3.9,2.4,3.4,null,null,8.7,111,16.9,67.5,990.3
2025-05-23 4:00,2.4,3.4,1.7,2,null,0,6.2,108.8,14.6,80.3,989.9
2025-05-23 5:00,1.9,2.3,1.7,2.3,null,0,3.7,87.6,13.3,80.9,989.4
2025-05-23 6:00,3.9,6.6,2.3,6.6,null,0,3.9,97.6,13,69.5,989
2025-05-23 7:00,9.1,10.5,6.6,10.2,null,0,6.3,160.8,14.8,56.3,988.3
2025-05-23 8:00,9.7,10.3,9,9.6,null,0,6.5,126.3,24.4,56.4,988.3
2025-05-23 9:00,9.6,10.1,9,9.4,null,0,16.1,186.4,24.9,53.2,988.1
2025-05-23 10:00,10.8,11.5,9.4,11.3,null,0,9.7,128.4,24.8,48.6,987.7
2025-05-23 11:00,12.6,13.8,11.2,12.6,null,0,12.3,176.1,29.6,42.5,987.1
2025-05-23 12:00,13.2,15,12.5,12.5,null,0,8.8,152,27,41.9,986
2025-05-23 13:00,12.5,13.1,12.1,12.7,null,0,14.5,156.5,27.9,35.9,985.3
2025-05-23 14:00,13.5,14.4,12.1,12.1,null,0,13.4,119,35.1,37.7,985.2
2025-05-23 15:00,10.8,12.3,8.8,8.8,null,0,12.1,148.5,29.9,65.7,985.1
2025-05-23 16:00,8.9,9.1,8.7,9,null,0,2.5,105.7,14.3,67,984.3
2025-05-23 17:00,8.8,9.1,8.4,8.4,null,0,6.5,106.5,16.7,64.3,984.1
2025-05-23 18:00,7.9,8.5,7.3,7.3,null,0,2.6,60.7,16.3,67.6,984.4
2025-05-23 19:00,6.9,7.3,6.5,6.5,null,0,5.2,118.9,13.7,71.8,983.8
2025-05-23 20:00,6.3,6.5,6.1,6.1,null,0,4.6,102.4,17.2,75,984.1
2025-05-23 21:00,5.9,6.1,5.7,5.8,null,0,4.1,109.5,16.7,75,983.5
2025-05-23 22:00,5.8,6,5.7,5.8,null,0,1.9,113.7,14.8,76,982.3
2025-05-23 23:00,6.1,6.3,5.8,5.8,null,0,0.1,48.3,17.4,76.9,982.1
2025-05-24 0:00,5.6,5.8,5.5,5.8,null,0,4.5,163.3,17.2,77,981.5
2025-05-24 1:00,5.2,5.8,4.8,5.2,null,0,10,157.8,16.6,83.3,980.9
2025-05-24 2:00,5.3,5.5,5.1,5.4,null,0,9.3,138.6,15.5,78.4,980.6
2025-05-24 3:00,5.3,5.4,5.1,5.3,null,0,15.9,127.4,23.4,77.6,980.5
2025-05-24 4:00,5.4,5.4,5.2,5.4,null,0,5.3,136.1,20,76.9,980.5
2025-05-24 5:00,5.9,6.4,5.4,6.4,null,0,7.8,127.6,22.6,70.3,980.5
2025-05-24 6:00,6.6,6.9,6.4,6.8,null,0,10.4,118,24.3,70.5,980.4
2025-05-24 7:00,7.1,7.7,6.7,7.7,null,0,5.6,101.2,22.8,68.7,980.4
2025-05-24 8:00,8,8.4,7.6,8.3,null,0,4.4,99.2,15.7,66.5,980.4
2025-05-24 9:00,9,9.7,8.3,9.6,null,0,7.4,94.3,20.3,63.4,980
2025-05-24 10:00,9,9.6,8.3,8.3,null,0,7.1,88.1,22.2,70,980.5
2025-05-24 11:00,8.7,9.4,8.2,8.7,null,0,1.3,85.9,18.4,71.6,980.4
2025-05-24 12:00,8.4,8.9,8.1,8.2,null,0.2,0.1,51.2,11.7,79.6,980.6
